category,executor,text,theme
Дороги,Управление_благоустройства_города,повышенный пешеходный поток трц премьер центральный автовокзал образный перекрёсток премьера официальный пешеходный переход человек переходить дорога дело рисковать свить жизнь прямой смысл слово поэтому необходимый срочный порядок организовать пешеходный регулировать нерегулируемый хороший выйти установка знак пешеход светодиоидный огонь светоотражателмить использование разметка стоп линия авто знак ограничение скорость километр число въезд выезд территория трц премьер очень странно пешеходный дорожка очень широкий хороший пешеходник возможность обустроить далёкий нужно делать дополнительный поворотный асфальтовый дорожка,Некачественное_содержание_наземных/подземных_пешеходных_переходов
Городская_территория,Управление_благоустройства_города,приокск район город крупный парковый рязань парк дружба полностью отсутствовать освещение ых год необходимый восстановить освещение удобство гулять вечером,Не_работает_уличное_освещение
Дороги,Управление_благоустройства_города,считать необходимый восстановить светофор улица октябрьский пересечение улица магистральный безопасный переход житель район остановка прогулка парка необходимость заключаться близость школа метр оттуда необходимый ликвидировать пешеходный переход усмотрение фактически останавливаться автомобиль сбивать насмерть человек также немного сдержать водитель гонка пробка путепровод заметно снизить аварийность место происходить каждый неделя огромный просьба заменить старый работать установить новый современный секционный светофор создать пешеходный светофор откуда взять лишний светофор перекрёсток ленин почтовый светофор работать холостой повернуть сторона пешеходный зона также вполне логично снять светофор перекрёсток московский михайловский шоссе постоянно мигать жёлтый использоваться установить новое везде,Неисправный_светофор
Дворовая_территория,Управление_энергетики_и_жилищно-коммунального_хозяйства,пешеходный мост р трубеж азс отвалиться забор необходимый восстановить,Ямы_и_выбоины_во_дворах
Остановки_общественного_транспорта,Управление_благоустройства_города,ответ каплинский андрей леонид начальник управление транспорт город рязань предложить заявитель вариант организация остановочный пункт ул юбилейный район жилой дом соответствовать требование организация автобусный остановка определённый ост результат обследование установить возможно целесообразно обустроить остановочный пункт участок уличный дорожный сеть ул крупский район жилой дом напротив существующий оот школа результат обследование предложение обустройство остановка общественный транспорт ул крупский направить профильный подразделение администрация город ответ администрация город остановочный комплекс оборудовать конец начало год,Отсутствие_остановок_общественного_транспорта
Дороги,Управление_благоустройства_города,обращение менее серьёзный проблема связать отсутствие остановка маршрутка переход поворот шереметьевский улица песочинский около клиника мать дитя тротуар приходиться идти дорога представлять опасность попасть машина движение машина ул шереметъвский стать очень интенсивный неоднократный обращение администрация город решение проблема пока дать несчастный случай,Повреждение_или_отсутствие_тротуаров
Остановки_общественного_транспорта,Управление_благоустройства_города,остановка рембыттехник ул халтурин правый сторона движение пос шлаковый полностью отсутствовать всякий покрытие козырёк остановка пассажир ожидать общественный транспорт время дождь ожидать скрываться непогода козырёк остановка стоять словно цапля нога вокруг вод защита сверху плывун снизу человек уважать свой город,Некачественное_содержание_остановок_общественного_транспорта
Государственное_управление_и_местное_самоуправление,Министерство_по_делам_территорий_и_информационной_политики_Рязанской_области,добрый день обращаться неравнодушный житель писать терпеть безобразие большой дело вокруг наш дом который год вестись активный застройка многоэтажный дом строительный компания северный компания зелёный сад капитал наш дом вести дорога выезд улица кальный дорога находиться ужасный состояние строительный автомашина проезжать разбивать покрытие разбрасывать строительный мусор говорить шум который раздаваться стройка проезжать строительный машина возить многотонный грузовик бетон грунт единственный асфальтировать дорога превратиться грунтовка дождь пройти магазин остановка совершенно невозможно грязь колено наш район молодая проживать большой количество семья ребёнок постоянный стройка строительный машина загрязнять детский площадка окружающий среда наш ребёнок дышать пыль проводить строительный работа просить разобраться сложиться ситуация взять свой личный контроль обращение также дублироваться глава регион который ввести мораторий застройка центральный часть рязань призвать строительный компания добросовестный работа включать организация строительный деятельность мешать гражданин фотография прилагаться ответ администрация город прийти ответ двор входить программа благоустройство ооо альфа оштрафовать однако пора каждый день многотонный машина далёкий разбивать единственный проезжий часть скоро наступить осень помимо строительный мусор выть добавиться грязь машина принять мера,Поступление_(прохождение)_на_муниципальную_службу
Дворовая_территория,Управление_энергетики_и_жилищно-коммунального_хозяйства,участок внутридомовый территория дом дом ул бирюзовый разбитый состояние кажется бомбить самый жаркий погода лужа скорее море высыхать,Ямы_и_выбоины_во_дворах
Городская_территория,Управление_благоустройства_города,протяжение метр объект мбоу мбоу черезовский пруд стоять фонарь новый светодиодный лампа фонарь работать итог ребёнок возвращаться дополнительный занятие школа должный идти полностью неосвещенный участок дорога просить устранить проблема освещение дать участок,Не_работает_уличное_освещение
Дворовая_территория,Управление_благоустройства_города,начало перекрыть дорога связь работа дом адрес ул бирюзовый связь образовываться пробка большой скопление машина место вестись работа заметить работник дождливый погода образоваться грязь отсутствие асфальт представлять раскопать участок дорога преодолеть данный участок невозможно,Проблемы_свободного_проезда_и_прохода_для_транспорта_и_пешеходов
Городская_территория,Управление_благоустройства_города,весь протяжение ул кальный гореть частично фонарь,Не_работает_уличное_освещение
"Образование_(школы,_детские_сады)",Управление_образования_и_молодежной_политики,выходной день внеучебный время школа закрытый замок,Иные_вопросы/предложения_в_сфере_образования
Парковки,Управление_благоустройства_города,подъезд парковка проезд место должный проезд лежать бетонный плита который большой выбоина парковка оборудовать машина ставить обычный земля грязь лужа,Создание_и_реорганизация_бесплатных_парковок
Дороги,Управление_благоустройства_города,проблемный тема стёртый дорожный разметка отсутствие асфальт чертить разметка черта город частное микрорайон канищево полностью отсутствовать дорожный покрытие частное сектор жить пожилое человек добираться дом дорога проблематично затратный время также сектор ребёнок школьник студент который ежедневно необходимый посещать образовательный учреждение микрорайон проживать человек проблема опорный двигательный аппарат помимо существующий выбоина дорога вести частичный дефект автомобиль дождливый погода дать ям дорога превращаться большой лужа сектор полностью отсутствовать пешеходный тротуар единственный способ добраться общественный транспорт больница детский сад магазин тд проезжать часть просьба принять мера,Повреждение_или_отсутствие_дорожного_покрытия
Дороги,Управление_благоустройства_города,дом частное сектор улица кальна отсутствовать твёрдый дорожный покрытие полностью машина который ездить участок грязный погода выносить грязь пешеходный дорожка твёрдый дорожный покрытие весной год дать участок разровнять ям лето появиться снова самый создавать аварийный ситуация угроза целостность автомобиль некоторый человек участок единственный возможность выбраться дом двор просьба проложить твёрдый дорожный покрытие соответствие норма речь идти несколько сотня метр,Повреждение_или_отсутствие_дорожного_покрытия
Дворовая_территория,Управление_энергетики_и_жилищно-коммунального_хозяйства,наш двор проблема разбитый асфальт огромный ям детский площадка окружать наш дом контейнерный бак который постоянно полный старое дерево куст спать наркоман валяться алкоголик помочь пожалуйста,Ямы_и_выбоины_во_дворах
Многоквартирные_дома,Управление_энергетики_и_жилищно-коммунального_хозяйства,прошлый зимой жэу присылать свой сотрудник чистить снег крыша долбить лёд ломами соответственно повредить покрытие весной крыша потечь жить последний этаж намокнуть отойти обои половина стена повредиться оргалит линолеум написать заявление ремонт приходить комиссия который зафиксировать повреждение лето сделать время дождь крыша продолжать течь обратиться жэу сказать ждать прийти время капитальный ремонт никакой решение проблема предложить ужас ждать квартира начаться снег хотеться узнать тратиться наш деньга который ежемесячно платить содержание жильё,Протечка_кровли_(крыши)
Государственное_управление_и_местное_самоуправление,Министерство_по_делам_территорий_и_информационной_политики_Рязанской_области,добрый день начало неделя убрать мусорный площадка ряд дом улица урицкий дать площадка расположить место дом год информация жэу площадка убрать указание директор организация андронов причина ряд грязно бесконтрольно сваливать мусор жилец дом который обслуживаться жэу дом также причина жилец дом сваливать строительный мусор ремонт квартира настоящее время место который убрать контейнер жилец дом продолжать сваливать мусор пожилое человек дорога место установка контейнер занимать большой время лицо жильцов наш дом просить вернуть контейнер старое место организовать плановый вывоз мусор,Поступление_(прохождение)_на_муниципальную_службу
Многоквартирные_дома,Госжилинспекция,подъезд номер угловой половина почтовый ящик отсутствовать отломать дверца искривить убедительный просьба помочь решить проблема,Состояние_мест_общего_пользования_многоквартирного_дома
Дороги,Управление_благоустройства_города,улица халтурин сторона спортивный стоить знак дорога односторонний движение весь улица стоить знак конец дорога односторонний движение допустимый знак допускаться устанавливать дать участок дорога согласно гост р плата,Повреждение_или_отсутствие_дорожных_знаков_или_дорожной_разметки
Многоквартирные_дома,Управление_энергетики_и_жилищно-коммунального_хозяйства,местами разрушаться стена свой сила замазывать цемент часто затапливать подвал гнилой труба водопроводный вод очень грязный пригодный питие кипячение входной подъезд дверь отвратительный состояние голова периодически падать часть крыша дом разваливаться козырёк вход цемент падать голова окно коридор треснутый разбитый,Некачественный_текущий_ремонт
Государственное_управление_и_местное_самоуправление,Министерство_по_делам_территорий_и_информационной_политики_Рязанской_области,территория торец дом ул баженов сторона областной психоневрологический диспансер рабочий время забитый машина огромный количество автомобиль постоянно прибывать убывать приводить неблагоприятный экологический обстановка превышение уровень шум выхлопной газ областной психоневрологический диспансер иметь собственный парковка территория вокруг диспансер обнести забор вполне вразумительный затрата здание диспансер корпус медучилище вполне поместиться гостевой парковка,Развитие_гражданского_общества
Дворовая_территория,Префектура_Московского_района,весь контейнер мусор переполнить мусор проезжий часть отвратительный антисанитария который повлечь распространение микроб запах различный вредитель,Неубранная_контейнерная_площадка
Дороги,Управление_благоустройства_города,помочь решить проблема расти достаточно населить район часть дорожный полотно район перинатальный центр ужасный состояние ям ям объехать зачастую невозможно понятно дом сторона стадия строительство дорога разбивать строительный техника очень человек жить дать район частный сектор новостройка безобразие день день разбивать свой автомобиль подобие дорога приезжать снимать телевидение проблема решить засыпать гравий полумера помочь очень просить произвести ремонт дать участок дорога большой количество человек безмерно благодарный,Повреждение_или_отсутствие_дорожного_покрытия
Дворовая_территория,Префектура_Советского_района,вывозить мусор контейнерный площадка невозможно подойти контейнер,Неубранная_контейнерная_площадка
Многоквартирные_дома,Управление_энергетики_и_жилищно-коммунального_хозяйства,октябрьский городок отопление квартира холодный дом маленькая ребёнок проблема отопительный система продолжаться каждый год решить получаться вызывать каждый год комиссия толк платить отопление тыща рубль мёрзнуть постоянно обогреватель иискупать ребёнок целый проблема помочь найти причина устранить выносить каждый год мучиться,Перебои/Отсутствие_теплоснабжения
Городская_территория,Управление_благоустройства_города,месяц работать светодиодный светильник ул боголюбов дом заявка подавать неоднократно увы изменение ходить вечерний время сутки улица становиться страшно бегать бездомный собака который охранять стройка улица надеяться поможито решить наш проблема жить глухой деревня темнота,Не_работает_уличное_освещение
Городская_территория,Управление_благоустройства_города,год гореть светодиодный светильник дом ул верхний заявка подаваться дирекция благоустройство город неоднократно просить установить дополнительный светильник дом мимо дом сеть дорожка который человек приезжать вода родник ребёнок послать школа вечерний время сутки идти пол темнота просить решить вопрос,Не_работает_уличное_освещение
Городская_территория,Управление_благоустройства_города,некоторый время назад улица мервинский поменять фонарь неисправный светодиодный проезжий часть пешеходный часть улица отсутствовать освещение результат вечером абсолютно тёмный улица проезжий часть пешеходный просить обратить внимание часть улица поворот центр единоборство,Не_работает_уличное_освещение
Дороги,Управление_благоустройства_города,улица мервинский поворот центр единоборство абсолютно разрушить дорожный покрытие множество ям колдобина притом недавно открытие центр дорога отремонтировать именно поворот далёкий причина стать ситуация ухудшаться наличие многочисленный припарковать машина просить обратить внимание,Повреждение_или_отсутствие_дорожного_покрытия
Дороги,Министерство_транспорта_и_автомобильных_дорог_Рязанской_области,дом подъехать весь сторона ям колдобина,Повреждение_или_отсутствие_дорожного_покрытия
Дворовая_территория,Министерство_ТЭК_и_ЖКХ_Рязанской_области,постоянно завод жби стекать вод грязь тротуар проезжий часть весь протяжение завод улица чкалов летом год положить новый асфальт тротуарный дорожка завод продолжать сливать грязь пешеход пройти проезжий часть течь ручей весной,Нарушение_правил_благоустройства_городов_и_поселков
Многоквартирные_дома,Министерство_ТЭК_и_ЖКХ_Рязанской_области,протяжение несколько год отсутствие горячее водоснабжение сель который ранний глава поселение проблема обращать внимание,Перебои_в_электроснабжении
Дворовая_территория,Главное_управление_архитектуры_и_градостроительства_Рязанской_области,ребёнок наш будущее многий аксиома сожаление поход внук сад столкнуться следующий проблема дело детский сад год рязань тротуар летом сухой погода пройти сезон дождь стать серьёзный проблема тротуар родитель вести ребёнок проезжий часть рисковать жизнь одежда весь водитель притормаживать вид пешеход пожалуйста сделать нормальный тротуар садик благодарный сотня ребёнок родитель заранее,Проблемы_свободного_проезда_и_прохода_для_транспорта_и__пешеходов
Многоквартирные_дома,Министерство_ТЭК_и_ЖКХ_Рязанской_области,совершенно греть батарея ванна комната обращаться жкх однократно ответ следующий помочь мочь колодец поставить деталь работник котельная плохо поступать тепло жильё котельная говорят должный проблема решить работник жкх убедительный просьба помочь разрешение дать ситуация проблема весь мкр заречный,Перебои_в_электроснабжении
Бизнес,Министерство_промышленности_и_экономического_развития_Рязанской_области,получить извещение уплата налог плохо работать налоговый служба народ просиживать часами налоговый б получить извещение весь мочь сходить налоговый наступить пеня брать сотрудник налоговый несвоевременный доставка извещение пожилое человек который мочь сходить налоговый,Формирование_регионального_и_местного_налогообложения
Дворовая_территория,Министерство_ТЭК_и_ЖКХ_Рязанской_области,звать проживать рязань год большой неделя двор вестись работа благоустройство устанавливаться бордюр вчера уложить асфальт интересно технология потрескаться местами провалиться зимой мочь проводиться работа понятно отмываться точнее закапываться деньга хотеться обратить внимание,Благоустройство_дворовых_территорий
Дворовая_территория,Министерство_ТЭК_и_ЖКХ_Рязанской_области,год двор адрес ул черновицкий дом корп дом дом дом отсутствовать освещение гореть уличный фонарь обслуживающий компания ооо комфорт плюс сообщить решение дать проблема входить обязанность перенаправить диспетчерский номер проинформировать заявка сделать проблема устранить знать день никакой ремонтный работа произвести,Благоустройство_дворовых_территорий
Многоквартирные_дома,Госжилинспекция,председатель правление тсж сокол выполнять свой полномочие житель подъезд ул зубков корп месяц жить лифт отключить требоваться замена редуктор предписание замена редуктор год назад председатель момент предпринять житель устать подниматься пешком ребёнок коляска редуктор деньга проплатить председатель также председатель некачественно работать двор грязь детский площадка прислать негодность качели горка лавочка сломать подъезд убирать мусор мыть полый проводиться косметический ремонт жилец платить деньга поделать мочь просить разобраться дать проблема привлечь ответственность председатель тсж сокол также провести проверка работа председатель подавать квц ложный информация счётчик отопление,Некачественное_предоставление_коммунальных_услуг
Многоквартирные_дома,Управление_энергетики_и_жилищно-коммунального_хозяйства,вход подъезд перестать гореть свет жилец пробовать поменять лампочка получиться видимо повредить провод помочь пожалуйста очень проблематично ходить темнота маленькая ребёнок санки коляска страшно безопасно,Неисправное_освещение_в_подъезде
Многоквартирные_дома,Госжилинспекция,дом ремонтироваться большой год последний ремонт год обрушиться стен сырость подъезд прислать пригодность стена обрушиться новое делать стать просить принять мера рассмотреть дом,Капитальный_ремонт_многоквартирного_дома
Остановки_общественного_транспорта,Управление_благоустройства_города,налоговый инспекция ул славянский проспект останавливаться транспорт место остановка асфальтировать предлагать сделать официально остановка пожилое человек ехать налоговый,Отсутствие_остановок_общественного_транспорта
Многоквартирные_дома,Госжилинспекция,начало год украсть крышка люк пройти месяц крышка люк поставить люк ограждение,Некачественное_предоставление_коммунальных_услуг
Многоквартирные_дома,Госжилинспекция,большой гореть фонарь ул беляков дом дом заявка,Состояние_придомовой_территории
Многоквартирные_дома,Госжилинспекция,двор старое липа который ветер падать сухой ветка создавать угроза здоровье жизнь жильцов,Состояние_придомовой_территории
Дороги,Министерство_транспорта_и_автомобильных_дорог_Рязанской_области,большой глубокий ям перекрёсток долгий время,Повреждение_или_отсутствие_дорожного_покрытия
